cell_id,district_name,district_key,lu_2018_class,lu_2018_class_simplified,height_mean,height_max,pt_stop_count,pt_access_good,rent_median_m2_2023,emvs_units_total,cluster_features_ready,cluster_label,cluster_distance_to_centroid
7799,Hortaleza,hortaleza,Other roads and associated land,Other roads and associated land,,,3,True,79.0,29.0,False,,
7800,Hortaleza,hortaleza,Green urban areas,Green urban areas,,,0,False,79.0,29.0,False,,
7801,Hortaleza,hortaleza,Sports and leisure facilities,Other,,,0,False,79.0,29.0,False,,
7802,Hortaleza,hortaleza,"Herbaceous vegetation associations (natural grassland, moors...)","Herbaceous vegetation associations (natural grassland, moors...)",17.662790697674417,32.0,0,False,79.0,29.0,True,cluster_1,0.5924775384610823
7803,Hortaleza,hortaleza,"Herbaceous vegetation associations (natural grassland, moors...)","Herbaceous vegetation associations (natural grassland, moors...)",18.5,19.0,0,False,79.0,29.0,True,cluster_1,0.7338718795095466
7804,Hortaleza,hortaleza,Discontinuous medium density urban fabric (S.L. : 30% - 50%),Other,5.836956521739131,16.0,0,False,79.0,29.0,True,cluster_0,0.3115644756958017
7805,Fuencarral-El Pardo,fuencarralelpardo,Arable land (annual crops),Arable land (annual crops),,,0,False,77.0,23.0,False,,
7806,Fuencarral-El Pardo,fuencarralelpardo,Arable land (annual crops),Arable land (annual crops),,,0,False,77.0,23.0,False,,
7807,Fuencarral-El Pardo,fuencarralelpardo,Arable land (annual crops),Arable land (annual crops),,,0,False,77.0,23.0,False,,
7808,Fuencarral-El Pardo,fuencarralelpardo,Arable land (annual crops),Arable land (annual crops),,,0,False,77.0,23.0,False,,
7809,Fuencarral-El Pardo,fuencarralelpardo,Arable land (annual crops),Arable land (annual crops),,,0,False,77.0,23.0,False,,
7810,Fuencarral-El Pardo,fuencarralelpardo,Arable land (annual crops),Arable land (annual crops),,,0,False,77.0,23.0,False,,
7811,Fuencarral-El Pardo,fuencarralelpardo,Pastures,Pastures,,,0,False,77.0,23.0,False,,
7812,Fuencarral-El Pardo,fuencarralelpardo,Arable land (annual crops),Arable land (annual crops),,,0,False,77.0,23.0,False,,
7813,Fuencarral-El Pardo,fuencarralelpardo,Arable land (annual crops),Arable land (annual crops),,,0,False,77.0,23.0,False,,
7814,Fuencarral-El Pardo,fuencarralelpardo,"Herbaceous vegetation associations (natural grassland, moors...)","Herbaceous vegetation associations (natural grassland, moors...)",,,0,False,77.0,23.0,False,,
7815,Fuencarral-El Pardo,fuencarralelpardo,"Herbaceous vegetation associations (natural grassland, moors...)","Herbaceous vegetation associations (natural grassland, moors...)",,,0,False,77.0,23.0,False,,
7816,Fuencarral-El Pardo,fuencarralelpardo,Pastures,Pastures,,,0,False,77.0,23.0,False,,
7817,Fuencarral-El Pardo,fuencarralelpardo,"Herbaceous vegetation associations (natural grassland, moors...)","Herbaceous vegetation associations (natural grassland, moors...)",,,0,False,77.0,23.0,False,,
