cell_id,district_name,district_key,lu_2018_class,lu_2018_class_simplified,height_mean,height_max,pt_stop_count,pt_access_good,rent_median_m2_2023,emvs_units_total,cluster_features_ready,cluster_label,cluster_distance_to_centroid
3919,Fuencarral-El Pardo,fuencarralelpardo,Other roads and associated land,Other roads and associated land,18.11904761904762,48.0,6,True,77.0,23.0,True,cluster_2,1.0088285762321902e-10
3920,Fuencarral-El Pardo,fuencarralelpardo,Discontinuous dense urban fabric (S.L. : 50% -  80%),Discontinuous dense urban fabric (S.L. : 50% -  80%),7.656346749226006,16.0,0,False,77.0,23.0,True,cluster_4,0.0
3921,Fuencarral-El Pardo,fuencarralelpardo,Discontinuous dense urban fabric (S.L. : 50% -  80%),Discontinuous dense urban fabric (S.L. : 50% -  80%),13.816,42.0,2,False,77.0,23.0,True,cluster_4,0.0
3922,Fuencarral-El Pardo,fuencarralelpardo,Discontinuous medium density urban fabric (S.L. : 30% - 50%),Other,21.205882352941178,41.0,6,True,77.0,23.0,True,cluster_4,8.526512829121202e-14
3923,Fuencarral-El Pardo,fuencarralelpardo,Sports and leisure facilities,Other,23.689320388349515,37.0,1,False,77.0,23.0,True,cluster_4,1.1368683772161603e-13
3924,Fuencarral-El Pardo,fuencarralelpardo,Other roads and associated land,Other roads and associated land,12.962825278810408,23.0,12,True,77.0,23.0,True,cluster_2,2.6918201001535635e-10
3925,Fuencarral-El Pardo,fuencarralelpardo,Discontinuous dense urban fabric (S.L. : 50% -  80%),Discontinuous dense urban fabric (S.L. : 50% -  80%),8.366666666666667,21.0,0,False,77.0,23.0,True,cluster_4,0.0
3926,Fuencarral-El Pardo,fuencarralelpardo,Green urban areas,Green urban areas,9.793388429752065,20.0,0,False,77.0,23.0,True,cluster_1,1.9753088054130785e-12
3927,Fuencarral-El Pardo,fuencarralelpardo,Other roads and associated land,Other roads and associated land,17.0,18.0,4,True,77.0,23.0,True,cluster_2,4.234124162394437e-11
3928,Fuencarral-El Pardo,fuencarralelpardo,Land without current use,Land without current use,7.7272727272727275,12.0,10,True,77.0,23.0,True,cluster_1,0.0
3929,Fuencarral-El Pardo,fuencarralelpardo,Railways and associated land,Other,,,0,False,77.0,23.0,False,,
3930,Fuencarral-El Pardo,fuencarralelpardo,"Herbaceous vegetation associations (natural grassland, moors...)","Herbaceous vegetation associations (natural grassland, moors...)",,,0,False,77.0,23.0,False,,
3931,Fuencarral-El Pardo,fuencarralelpardo,"Herbaceous vegetation associations (natural grassland, moors...)","Herbaceous vegetation associations (natural grassland, moors...)",,,0,False,77.0,23.0,False,,
3932,Fuencarral-El Pardo,fuencarralelpardo,"Herbaceous vegetation associations (natural grassland, moors...)","Herbaceous vegetation associations (natural grassland, moors...)",,,0,False,77.0,23.0,False,,
3933,Fuencarral-El Pardo,fuencarralelpardo,"Herbaceous vegetation associations (natural grassland, moors...)","Herbaceous vegetation associations (natural grassland, moors...)",,,0,False,77.0,23.0,False,,
3934,Fuencarral-El Pardo,fuencarralelpardo,"Herbaceous vegetation associations (natural grassland, moors...)","Herbaceous vegetation associations (natural grassland, moors...)",,,0,False,77.0,23.0,False,,
3935,Fuencarral-El Pardo,fuencarralelpardo,"Herbaceous vegetation associations (natural grassland, moors...)","Herbaceous vegetation associations (natural grassland, moors...)",,,0,False,77.0,23.0,False,,
3936,Fuencarral-El Pardo,fuencarralelpardo,"Herbaceous vegetation associations (natural grassland, moors...)","Herbaceous vegetation associations (natural grassland, moors...)",,,0,False,77.0,23.0,False,,
3937,Fuencarral-El Pardo,fuencarralelpardo,Arable land (annual crops),Arable land (annual crops),9.1,12.0,0,False,77.0,23.0,True,cluster_0,0.0
3938,Fuencarral-El Pardo,fuencarralelpardo,Arable land (annual crops),Arable land (annual crops),,,0,False,77.0,23.0,False,,
3939,Fuencarral-El Pardo,fuencarralelpardo,Arable land (annual crops),Arable land (annual crops),,,0,False,77.0,23.0,False,,
